"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Policy","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Statistics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Operational Delivery","Female","70","[c]","30840","32260"
"New entrant CS","2022","20-29","National Crime Agency","Operational Delivery","Male","55","[c]","33120","32260"
"New entrant CS","2022","20-29","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Records of Scotland","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Records of Scotland","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Budget Responsibility","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Budget Responsibility","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Operational Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Operational Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Other","Female","60","[c]","27230","25750"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Other","Male","55","[c]","26430","25750"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Public Guardian","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Public Guardian","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Public Guardian","Operational Delivery","Female","50","[c]","21660","20970"
"New entrant CS","2022","20-29","Office of the Public Guardian","Operational Delivery","Male","55","[c]","21740","20970"
