"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Finance","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Transport (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Work and Pensions (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Work and Pensions (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care (excl. agencies)","Female","35","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Education and Skills Funding Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Education and Skills Funding Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs (excl. agencies)","Male","30","[c]","33590","33080"
"New entrant CS","2022","30-39","Finance","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Defence (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Defence (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Health Security Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Rural Payments Agency","Female","75","[c]","21430","21300"
"New entrant CS","2022","30-39","Grants Management","Rural Payments Agency","Male","45","[c]","21780","21300"
"New entrant CS","2022","30-39","Grants Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Cabinet Office (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for International Trade","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Transport (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Work and Pensions (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Work and Pensions (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
