"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","East of England","10","[c]","25770","26510"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","London","35","[c]","37680","30830"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","North West (England)","35","[c]","28220","25220"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","Scotland","15","[c]","27290","24890"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Operational Delivery","Yorkshire and The Humber","15","[c]","32930","26160"
"Leaver Dept.","2022","40-49","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Other","London","10","[c]","56720","57680"
"Leaver Dept.","2022","40-49","Home Office","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Policy","London","35","[c]","54550","57430"
"Leaver Dept.","2022","40-49","Home Office","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Project Delivery","London","10","[c]","51600","46110"
"Leaver Dept.","2022","40-49","Home Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Institute for Apprenticeships and Technical Education","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Institute for Apprenticeships and Technical Education","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intellectual Property Office","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intellectual Property Office","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intellectual Property Office","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intellectual Property Office","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intellectual Property Office","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Met Office","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Geography","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Geography","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Human Resources","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
