"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Property","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Tax","215","[c]","28250","26590"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Unknown","105","[c]","32010","29160"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Finance","30","[c]","36220","33000"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Geography","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Medicine","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Other","120","[c]","27350","26230"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Project Delivery","70","[c]","38720","38030"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Property","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Science and Engineering","65","[c]","41240","43760"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Security","40","[c]","26840","25000"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Operational Delivery","1440","[c]","29420","26140"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","60","[c]","59370","51360"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Other","35","[c]","52240","46160"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
