"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","10","[c]","37030","37000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","AA/AO","30","[c]","22410","23720"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","EO","105","[c]","28490","28310"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","G6/G7","70","[c]","58610","58130"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","SEO/HEO","215","[c]","37400","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","AA/AO","45","[c]","20610","20970"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","EO","65","[c]","25270","25120"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","G6/G7","45","[c]","55060","52630"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","150","[c]","34320","36050"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","London","AA/AO","20","[c]","24470","24470"
"New entrant CS","2022","National Crime Agency","London","EO","90","[c]","35030","33730"
"New entrant CS","2022","National Crime Agency","London","G6/G7","15","[c]","65530","64410"
"New entrant CS","2022","National Crime Agency","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","London","SEO/HEO","40","[c]","43870","40170"
"New entrant CS","2022","National Crime Agency","Outside London","AA/AO","40","[c]","21410","21050"
"New entrant CS","2022","National Crime Agency","Outside London","EO","195","[c]","32420","32770"
"New entrant CS","2022","National Crime Agency","Outside London","G6/G7","15","[c]","60320","55740"
"New entrant CS","2022","National Crime Agency","Outside London","SEO/HEO","90","[c]","40960","40210"
"New entrant CS","2022","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Outside London","EO","30","[c]","27320","27230"
"New entrant CS","2022","National Records of Scotland","Outside London","G6/G7","10","[c]","59350","53480"
"New entrant CS","2022","National Records of Scotland","Outside London","SEO/HEO","30","[c]","37800","39660"
"New entrant CS","2022","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","SEO/HEO","20","[c]","35150","36050"
"New entrant CS","2022","Office for Budget Responsibility","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","G6/G7","10","[c]","69580","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","20","[c]","44230","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","25","[c]","19910","21200"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","EO","10","[c]","25710","25620"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","65","[c]","71600","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","90","[c]","45490","46360"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","AA/AO","20","[c]","20640","19750"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","EO","110","[c]","27370","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","G6/G7","55","[c]","64380","64000"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","SEO/HEO","60","[c]","39130","38690"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","AA/AO","30","[c]","19090","18180"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","EO","95","[c]","24260","23450"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","35","[c]","56450","54150"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","55","[c]","36300","35900"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","15","[c]","54140","52000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","40","[c]","35460","37270"
"New entrant CS","2022","Office of Rail and Road","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","SEO/HEO","10","[c]","37880","38650"
"New entrant CS","2022","Office of the Public Guardian","Outside London","AA/AO","170","[c]","20960","20970"
"New entrant CS","2022","Office of the Public Guardian","Outside London","EO","35","[c]","25170","25120"
"New entrant CS","2022","Office of the Public Guardian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Outside London","AA/AO","20","[c]","20160","21520"
"New entrant CS","2022","Planning Inspectorate","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Outside London","G6/G7","20","[c]","41520","41020"
"New entrant CS","2022","Planning Inspectorate","Outside London","SEO/HEO","25","[c]","36020","32780"
"New entrant CS","2022","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","London","AA/AO","15","[c]","23260","23780"
"New entrant CS","2022","Public Health England","London","EO","25","[c]","26170","26880"
"New entrant CS","2022","Public Health England","London","G6/G7","30","[c]","61240","55990"
"New entrant CS","2022","Public Health England","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","London","SEO/HEO","70","[c]","35730","36330"
"New entrant CS","2022","Public Health England","Outside London","AA/AO","15","[c]","20570","19880"
"New entrant CS","2022","Public Health England","Outside London","EO","20","[c]","25110","25010"
"New entrant CS","2022","Public Health England","Outside London","G6/G7","15","[c]","58500","52910"
"New entrant CS","2022","Public Health England","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Outside London","SEO/HEO","45","[c]","35930","36330"
"New entrant CS","2022","Queen Elizabeth II Centre","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Outside London","AA/AO","40","[c]","22780","22780"
"New entrant CS","2022","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Outside London","AA/AO","10","[c]","24670","24400"
