"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","EO","10","[c]","26480","25860"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","G6/G7","15","[c]","55510","54280"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","SEO/HEO","40","[c]","37590","40100"
"New entrant CS","2022","40-49","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wilton Park","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","AA/AO","20","[c]","21590","21300"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","EO","20","[c]","25060","24920"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","SEO/HEO","15","[c]","34210","35900"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","EO","25","[c]","25140","25210"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","G6/G7","70","[c]","67340","69500"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","SCS level","20","[c]","124200","129000"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","SEO/HEO","35","[c]","34430","32000"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","AA/AO","20","[c]","21050","21050"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","SEO/HEO","15","[c]","33780","31540"
"New entrant CS","2022","50-59","Crown Prosecution Service","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","G6/G7","25","[c]","54830","53050"
"New entrant CS","2022","50-59","Crown Prosecution Service","SEO/HEO","15","[c]","34990","38000"
"New entrant CS","2022","50-59","Defence Equipment and Support","EO","25","[c]","20860","19460"
"New entrant CS","2022","50-59","Defence Equipment and Support","G6/G7","25","[c]","57890","56000"
"New entrant CS","2022","50-59","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","SEO/HEO","110","[c]","36920","38000"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","G6/G7","20","[c]","49230","47010"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","SEO/HEO","15","[c]","34620","38070"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","15","[c]","54620","50140"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","15","[c]","40170","38390"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","G6/G7","25","[c]","57470","61010"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","SEO/HEO","25","[c]","34550","36500"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","[c]","26020","24920"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","65","[c]","51840","48000"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","95","[c]","34080","35900"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","G6/G7","15","[c]","56660","56000"
"New entrant CS","2022","50-59","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","10","[c]","54890","51160"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","G6/G7","25","[c]","59700","54760"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","SEO/HEO","20","[c]","38390","38650"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","AA/AO","730","[c]","21570","21260"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","EO","690","[c]","28160","27570"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","G6/G7","50","[c]","56850","57830"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","SEO/HEO","45","[c]","36040","35310"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","G6/G7","40","[c]","55000","53360"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","SEO/HEO","35","[c]","36270","36820"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Disclosure Scotland","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","AA/AO","65","[c]","20410","21840"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","AA/AO","20","[c]","23990","21840"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","EO","150","[c]","26730","26130"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","SEO/HEO","15","[c]","36860","33730"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","SEO/HEO","10","[c]","33820","36500"
"New entrant CS","2022","50-59","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education Scotland","G6/G7","15","[c]","60500","65280"
"New entrant CS","2022","50-59","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","SEO/HEO","15","[c]","34600","32350"
"New entrant CS","2022","50-59","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","G6/G7","15","[c]","53920","50500"
"New entrant CS","2022","50-59","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","SEO/HEO","20","[c]","41410","39330"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","AA/AO","205","[c]","20870","20970"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","EO","20","[c]","26460","25120"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","SEO/HEO","20","[c]","35560","35160"
"New entrant CS","2022","50-59","HM Crown Prosecution Service Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","AA/AO","40","[c]","22600","22600"
"New entrant CS","2022","50-59","HM Land Registry","EO","25","[c]","27410","27130"
"New entrant CS","2022","50-59","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Prison and Probation Service","AA/AO","420","[c]","22860","21790"
"New entrant CS","2022","50-59","HM Prison and Probation Service","EO","35","[c]","25790","24620"
"New entrant CS","2022","50-59","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Prison and Probation Service","SEO/HEO","45","[c]","36770","32410"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Unknown","2075","[c]","30680","28200"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","330","[c]","21290","21250"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","EO","160","[c]","27210","26590"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","35","[c]","60060","60420"
