"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","G7","35","[c]","70600","70500"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SEO","35","[c]","46530","46360"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","EO","25","[c]","26450","25000"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","G7","25","[c]","58410","58320"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","SEO","20","[c]","41110","42000"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government","AA","120","[c]","21570","21050"
"New entrant CS","2022","40-49","Scottish Government","AO","125","[c]","22850","22000"
"New entrant CS","2022","40-49","Scottish Government","EO","180","[c]","27480","27230"
"New entrant CS","2022","40-49","Scottish Government","G6","35","[c]","67410","65280"
"New entrant CS","2022","40-49","Scottish Government","G7","75","[c]","53210","49860"
"New entrant CS","2022","40-49","Scottish Government","HEO","160","[c]","32190","31540"
"New entrant CS","2022","40-49","Scottish Government","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government","SEO","120","[c]","41890","39660"
"New entrant CS","2022","40-49","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","SEO","10","[c]","48480","49880"
"New entrant CS","2022","40-49","UK Statistics Authority","AA","15","[c]","18960","18830"
"New entrant CS","2022","40-49","UK Statistics Authority","AO","30","[c]","20220","19860"
"New entrant CS","2022","40-49","UK Statistics Authority","EO","15","[c]","23880","23880"
"New entrant CS","2022","40-49","UK Statistics Authority","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","G7","25","[c]","51750","50210"
"New entrant CS","2022","40-49","UK Statistics Authority","HEO","30","[c]","30460","30460"
"New entrant CS","2022","40-49","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","SEO","35","[c]","38120","38100"
"New entrant CS","2022","40-49","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government","AO","10","[c]","22520","21300"
"New entrant CS","2022","40-49","Welsh Government","EO","15","[c]","26480","25860"
"New entrant CS","2022","40-49","Welsh Government","G7","15","[c]","55250","54280"
"New entrant CS","2022","40-49","Welsh Government","HEO","15","[c]","33200","31210"
"New entrant CS","2022","40-49","Welsh Government","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government","SEO","25","[c]","40400","40100"
"New entrant CS","2022","50-59","Attorney General's Departments","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","G7","35","[c]","51790","50500"
"New entrant CS","2022","50-59","Attorney General's Departments","HEO","15","[c]","35210","35290"
"New entrant CS","2022","50-59","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","EO","30","[c]","25210","25210"
"New entrant CS","2022","50-59","Cabinet Office","G6","15","[c]","82780","86000"
"New entrant CS","2022","50-59","Cabinet Office","G7","55","[c]","62250","64000"
"New entrant CS","2022","50-59","Cabinet Office","HEO","25","[c]","32170","32000"
"New entrant CS","2022","50-59","Cabinet Office","SCS level","20","[c]","125400","130000"
"New entrant CS","2022","50-59","Cabinet Office","SEO","20","[c]","39690","40250"
"New entrant CS","2022","50-59","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","AO","25","[c]","21340","21470"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","EO","25","[c]","25600","24250"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","G7","20","[c]","51140","49080"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","33370","32570"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","SEO","30","[c]","41590","40050"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","G6","15","[c]","62740","61010"
"New entrant CS","2022","50-59","Department for Education","G7","15","[c]","50870","49860"
"New entrant CS","2022","50-59","Department for Education","HEO","15","[c]","29760","29360"
"New entrant CS","2022","50-59","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","SEO","30","[c]","37190","36500"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","AO","90","[c]","21370","21300"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","EO","40","[c]","25350","24920"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","G6","15","[c]","62710","63500"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","G7","50","[c]","49050","47570"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","HEO","55","[c]","30650","29900"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","SEO","60","[c]","37030","35980"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","G7","10","[c]","53160","51910"
"New entrant CS","2022","50-59","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","G7","10","[c]","48210","48200"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","HEO","10","[c]","33330","30190"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","AA","25","[c]","18310","18310"
"New entrant CS","2022","50-59","Department for Transport","AO","75","[c]","23160","21840"
"New entrant CS","2022","50-59","Department for Transport","EO","170","[c]","26840","26130"
"New entrant CS","2022","50-59","Department for Transport","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","G7","20","[c]","55050","54110"
"New entrant CS","2022","50-59","Department for Transport","HEO","20","[c]","31610","30730"
"New entrant CS","2022","50-59","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","SEO","35","[c]","41710","41650"
"New entrant CS","2022","50-59","Department for Work and Pensions","AO","740","[c]","21560","21260"
"New entrant CS","2022","50-59","Department for Work and Pensions","EO","695","[c]","28160","27570"
"New entrant CS","2022","50-59","Department for Work and Pensions","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","G7","50","[c]","54710","54070"
"New entrant CS","2022","50-59","Department for Work and Pensions","HEO","30","[c]","32700","31990"
"New entrant CS","2022","50-59","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","SEO","35","[c]","42110","39330"
"New entrant CS","2022","50-59","Department of Health and Social Care","AO","20","[c]","21630","21820"
"New entrant CS","2022","50-59","Department of Health and Social Care","EO","70","[c]","26100","26880"
"New entrant CS","2022","50-59","Department of Health and Social Care","G6","35","[c]","65870","65310"
"New entrant CS","2022","50-59","Department of Health and Social Care","G7","90","[c]","52010","51300"
"New entrant CS","2022","50-59","Department of Health and Social Care","HEO","80","[c]","30790","30460"
"New entrant CS","2022","50-59","Department of Health and Social Care","SCS level","30","[c]","104510","95570"
"New entrant CS","2022","50-59","Department of Health and Social Care","SEO","100","[c]","39890","40060"
"New entrant CS","2022","50-59","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","SCS level","[c]","[c]","[c]","[c]"
