"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","National Crime Agency","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","EO","EO","Female","120","[c]","32690","32260"
"New entrant CS","2022","National Crime Agency","EO","EO","Male","170","[c]","33660","33080"
"New entrant CS","2022","National Crime Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SEO/HEO","HEO","Female","40","[c]","39360","40170"
"New entrant CS","2022","National Crime Agency","SEO/HEO","HEO","Male","65","[c]","40300","40210"
"New entrant CS","2022","National Crime Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Female","45","[c]","71100","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","85","[c]","46780","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","EO","EO","Female","95","[c]","26360","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","EO","EO","Male","105","[c]","25530","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","Female","40","[c]","55660","54580"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","Male","35","[c]","61160","60000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","30","[c]","34080","33400"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","30","[c]","41000","42000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","AA/AO","AA","Female","515","[c]","21220","21050"
"New entrant CS","2022","Scottish Government","AA/AO","AA","Male","380","[c]","21400","21050"
"New entrant CS","2022","Scottish Government","AA/AO","AO","Female","610","[c]","22380","22000"
"New entrant CS","2022","Scottish Government","AA/AO","AO","Male","400","[c]","22570","21640"
"New entrant CS","2022","Scottish Government","EO","EO","Female","610","[c]","27360","27230"
"New entrant CS","2022","Scottish Government","EO","EO","Male","395","[c]","27440","27230"
"New entrant CS","2022","Scottish Government","G6/G7","G6","Female","55","[c]","67850","65280"
"New entrant CS","2022","Scottish Government","G6/G7","G6","Male","35","[c]","68530","65280"
"New entrant CS","2022","Scottish Government","G6/G7","G7","Female","140","[c]","52210","49860"
"New entrant CS","2022","Scottish Government","G6/G7","G7","Male","105","[c]","53690","49860"
"New entrant CS","2022","Scottish Government","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","SEO/HEO","HEO","Female","465","[c]","31970","31540"
"New entrant CS","2022","Scottish Government","SEO/HEO","HEO","Male","270","[c]","32170","31540"
"New entrant CS","2022","Scottish Government","SEO/HEO","SEO","Female","305","[c]","40970","39660"
"New entrant CS","2022","Scottish Government","SEO/HEO","SEO","Male","205","[c]","41320","39660"
"New entrant CS","2022","The National Archives","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","AA/AO","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","AA/AO","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","EO","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","G6/G7","G7","Male","10","[c]","[c]","[c]"
