"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","G6/G7","G7","10","[c]","53570","51300"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","HEO","80","[c]","31010","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","SEO","55","[c]","38580","37350"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","AA/AO","AO","10","[c]","25320","25930"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","EO","EO","30","[c]","27510","27230"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","SEO/HEO","HEO","30","[c]","31820","31540"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","SEO/HEO","HEO","10","[c]","34790","31980"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","SEO","15","[c]","43470","43160"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","EO","EO","130","[c]","27390","26950"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","G6/G7","G6","20","[c]","65130","63730"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","G6/G7","G7","105","[c]","50520","50500"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","HEO","50","[c]","43370","43920"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","G6/G7","G7","30","[c]","55040","55000"
"New entrant CS","2022","Government Property Agency","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","SEO/HEO","HEO","10","[c]","33220","32000"
"New entrant CS","2022","Government Property Agency","Cabinet Office","SEO/HEO","SEO","20","[c]","39990","39900"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","AA/AO","AO","50","[c]","20650","20730"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","EO","EO","100","[c]","26430","26370"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","G7","15","[c]","56630","55000"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","HEO","65","[c]","32390","31660"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","SEO","60","[c]","49790","43000"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AA","240","[c]","19540","19200"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AO","1145","[c]","21460","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","EO","EO","205","[c]","26360","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G7","25","[c]","52730","50430"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","HEO","180","[c]","32110","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","SEO","95","[c]","39080","37700"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","AA/AO","AA","20","[c]","21360","19380"
"New entrant CS","2022","HM Land Registry","HM Land Registry","AA/AO","AO","255","[c]","22680","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","EO","EO","155","[c]","27750","27130"
"New entrant CS","2022","HM Land Registry","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","G6/G7","G7","10","[c]","54680","54000"
"New entrant CS","2022","HM Land Registry","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","SEO/HEO","HEO","35","[c]","34860","33840"
"New entrant CS","2022","HM Land Registry","HM Land Registry","SEO/HEO","SEO","30","[c]","40170","38550"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","AA","1455","[c]","21290","20890"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","AO","4375","[c]","24860","23140"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","EO","EO","200","[c]","25640","24620"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","HEO","200","[c]","30230","30120"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","SEO","135","[c]","38660","38150"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","8825","[c]","28540","26310"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AO","3810","[c]","21310","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","EO","2285","[c]","27060","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G6","35","[c]","66600","64050"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G7","155","[c]","54580","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","SCS level","10","[c]","87840","80000"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","HEO","1490","[c]","33880","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","SEO","225","[c]","41010","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","AA/AO","AO","50","[c]","22080","22750"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","EO","EO","60","[c]","25130","24300"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G7","35","[c]","52720","52500"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","HEO","145","[c]","30340","29320"
"New entrant CS","2022","Home Office","Home Office","AA/AO","AA","80","[c]","20640","22460"
"New entrant CS","2022","Home Office","Home Office","AA/AO","AO","455","[c]","22150","21680"
"New entrant CS","2022","Home Office","Home Office","EO","EO","1485","[c]","27240","24880"
"New entrant CS","2022","Home Office","Home Office","G6/G7","G6","30","[c]","69290","68700"
"New entrant CS","2022","Home Office","Home Office","G6/G7","G7","130","[c]","57590","57430"
"New entrant CS","2022","Home Office","Home Office","SCS level","SCS level","10","[c]","99050","95000"
"New entrant CS","2022","Home Office","Home Office","SEO/HEO","HEO","230","[c]","33750","35050"
"New entrant CS","2022","Home Office","Home Office","SEO/HEO","SEO","140","[c]","40960","41950"
"New entrant CS","2022","Home Office","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","G7","25","[c]","51010","49960"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","SEO","20","[c]","36640","36570"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","AO","85","[c]","21790","21810"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","EO","80","[c]","26310","24030"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","20","[c]","32370","32150"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","30","[c]","43020","42910"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","AA/AO","AO","80","[c]","21010","20970"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","AA/AO","AO","90","[c]","24920","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","EO","EO","30","[c]","27930","26130"
