"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Outside London","10","[c]","37160","30890"
"New entrant CS","2022","Human Resources","Valuation Office Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","London","15","[c]","45320","44160"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","Outside London","10","[c]","45990","43500"
"New entrant CS","2022","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","London","30","[c]","53060","51810"
"New entrant CS","2022","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Crown Office and Procurator Fiscal Service","Outside London","85","[c]","37960","41750"
"New entrant CS","2022","Legal","Crown Prosecution Service","London","170","[c]","32590","24590"
"New entrant CS","2022","Legal","Crown Prosecution Service","Outside London","440","[c]","30930","25480"
"New entrant CS","2022","Legal","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Government Legal Department","London","285","[c]","40660","43920"
"New entrant CS","2022","Legal","Government Legal Department","Outside London","15","[c]","41960","43920"
"New entrant CS","2022","Legal","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","Outside London","15","[c]","38190","36200"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","London","45","[c]","40530","37610"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","Outside London","60","[c]","34400","26590"
"New entrant CS","2022","Legal","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","London","10","[c]","55250","60000"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Serious Fraud Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","London","10","[c]","55670","67000"
"New entrant CS","2022","Legal","UK Supreme Court","London","10","[c]","35760","37230"
"New entrant CS","2022","Legal","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","40","[c]","25360","24250"
"New entrant CS","2022","No function","Animal and Plant Health Agency","London","15","[c]","31350","27960"
"New entrant CS","2022","No function","Animal and Plant Health Agency","Outside London","430","[c]","26200","24920"
"New entrant CS","2022","No function","Animal and Plant Health Agency","Unknown","15","[c]","25270","24920"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","London","555","[c]","31050","28000"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","Outside London","180","[c]","31450","28000"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","80","[c]","30270","28000"
"New entrant CS","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","London","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","Outside London","45","[c]","22940","24440"
"New entrant CS","2022","No function","Companies House","Outside London","80","[c]","22530","20100"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","Outside London","40","[c]","24790","20970"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Commercial Service","Outside London","35","[c]","25300","20330"
"New entrant CS","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","310","[c]","23080","21050"
"New entrant CS","2022","No function","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Defence Equipment and Support","Outside London","35","[c]","23100","17140"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","Outside London","400","[c]","30250","27010"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","425","[c]","37890","33570"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","160","[c]","37290","30360"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","London","270","[c]","35210","34020"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","55","[c]","35920","30960"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","London","80","[c]","36690","32940"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","Outside London","225","[c]","31270","29360"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","660","[c]","38720","33060"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","555","[c]","35850","35900"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","London","205","[c]","35730","31800"
"New entrant CS","2022","No function","Department for International Trade","Outside London","30","[c]","40620","34430"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","275","[c]","35780","33210"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","180","[c]","33000","30190"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","London","305","[c]","43200","42470"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","Outside London","120","[c]","40290","38650"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","London","770","[c]","30600","31060"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","6305","[c]","24650","24250"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","55","[c]","31110","29290"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","London","195","[c]","39380","32790"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","65","[c]","40410","36820"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","Outside London","530","[c]","20660","21840"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","Unknown","40","[c]","20730","21840"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","London","40","[c]","29840","30130"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","Outside London","490","[c]","25200","26130"
"New entrant CS","2022","No function","Education and Skills Funding Agency","London","15","[c]","31510","32940"
