"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Prison and Probation Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Public Health England","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Public Health England","AO","25","[c]","21620","21930"
"Leaver Dept.","2022","65+","Public Health England","EO","25","[c]","27750","27920"
"Leaver Dept.","2022","65+","Public Health England","G6","20","[c]","71920","71890"
"Leaver Dept.","2022","65+","Public Health England","G7","30","[c]","54050","54050"
"Leaver Dept.","2022","65+","Public Health England","HEO","25","[c]","31790","30460"
"Leaver Dept.","2022","65+","Public Health England","SCS level","25","[c]","114630","110680"
"Leaver Dept.","2022","65+","Public Health England","SEO","25","[c]","40580","40070"
"Leaver Dept.","2022","65+","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Animal and Plant Health Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office (excl. agencies)","EO","10","[c]","25510","23850"
"New entrant CS","2022","16-19","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Crown Office and Procurator Fiscal Service","AO","15","[c]","21050","21050"
"New entrant CS","2022","16-19","Crown Prosecution Service","AO","25","[c]","20880","20370"
"New entrant CS","2022","16-19","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Defence Equipment and Support","EO","65","[c]","17960","17140"
"New entrant CS","2022","16-19","Defence Science and Technology Laboratory","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Defence Science and Technology Laboratory","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Work and Pensions (excl. agencies)","AO","120","[c]","21650","21260"
"New entrant CS","2022","16-19","Department for Work and Pensions (excl. agencies)","EO","25","[c]","26880","27570"
"New entrant CS","2022","16-19","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Driver and Vehicle Licensing Agency","AA","55","[c]","18310","18310"
"New entrant CS","2022","16-19","Driver and Vehicle Licensing Agency","AO","15","[c]","21840","21840"
"New entrant CS","2022","16-19","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Driver and Vehicle Standards Agency","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Courts and Tribunals Service","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Courts and Tribunals Service","AO","10","[c]","20970","20970"
"New entrant CS","2022","16-19","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Land Registry","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Prison and Probation Service","AA","55","[c]","20880","20890"
"New entrant CS","2022","16-19","HM Prison and Probation Service","AO","120","[c]","24590","23140"
"New entrant CS","2022","16-19","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Prison and Probation Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Revenue and Customs (excl. agencies)","AO","120","[c]","21430","21250"
"New entrant CS","2022","16-19","HM Revenue and Customs (excl. agencies)","EO","15","[c]","27460","26590"
"New entrant CS","2022","16-19","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","AO","20","[c]","22720","21680"
"New entrant CS","2022","16-19","Home Office","EO","15","[c]","26300","24880"
"New entrant CS","2022","16-19","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Met Office","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Defence (excl. agencies)","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Defence (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Royal Fleet Auxiliary","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","16-19","Rural Payments Agency","AO","10","[c]","20590","21300"
"New entrant CS","2022","16-19","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Courts and Tribunals Service","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Government (excl. agencies)","AA","15","[c]","21030","21050"
"New entrant CS","2022","16-19","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Prison Service","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Social Security Scotland","AA","15","[c]","21120","21050"
"New entrant CS","2022","16-19","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Submarine Delivery Agency","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Health Security Agency","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Health Security Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","15","[c]","24180","24250"
"New entrant CS","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Animal and Plant Health Agency","AO","115","[c]","22500","21300"
"New entrant CS","2022","20-29","Animal and Plant Health Agency","EO","75","[c]","26060","24920"
"New entrant CS","2022","20-29","Animal and Plant Health Agency","HEO","15","[c]","32040","32560"
"New entrant CS","2022","20-29","Animal and Plant Health Agency","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","AO","100","[c]","20550","21050"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","EO","145","[c]","26000","27500"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","G7","45","[c]","55330","54700"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","HEO","655","[c]","28930","28000"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","SEO","45","[c]","39190","40250"
"New entrant CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","15","[c]","20970","21510"
"New entrant CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","20","[c]","25370","25240"
"New entrant CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","HEO","10","[c]","29750","29750"
"New entrant CS","2022","20-29","Charity Commission","AO","15","[c]","17350","17140"
"New entrant CS","2022","20-29","Charity Commission","EO","15","[c]","24440","24440"
"New entrant CS","2022","20-29","Charity Commission","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Companies House","AO","45","[c]","20100","20100"
"New entrant CS","2022","20-29","Companies House","EO","15","[c]","26190","24500"
"New entrant CS","2022","20-29","Companies House","HEO","10","[c]","34240","34780"
"New entrant CS","2022","20-29","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","AO","20","[c]","22610","22520"
"New entrant CS","2022","20-29","Competition and Markets Authority","EO","10","[c]","27260","26750"
"New entrant CS","2022","20-29","Competition and Markets Authority","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","HEO","25","[c]","33260","33120"
"New entrant CS","2022","20-29","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Criminal Injuries Compensation Authority","AO","15","[c]","20770","20970"
"New entrant CS","2022","20-29","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Crown Commercial Service","AO","15","[c]","19890","20330"
"New entrant CS","2022","20-29","Crown Commercial Service","EO","20","[c]","25790","25520"
"New entrant CS","2022","20-29","Crown Commercial Service","HEO","15","[c]","31020","30420"
"New entrant CS","2022","20-29","Crown Commercial Service","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Crown Office and Procurator Fiscal Service","AO","150","[c]","21050","21050"
"New entrant CS","2022","20-29","Crown Office and Procurator Fiscal Service","EO","30","[c]","27230","27230"
"New entrant CS","2022","20-29","Crown Office and Procurator Fiscal Service","HEO","15","[c]","31810","31540"
"New entrant CS","2022","20-29","Crown Office and Procurator Fiscal Service","SEO","30","[c]","41680","41750"
"New entrant CS","2022","20-29","Crown Prosecution Service","AO","220","[c]","21490","21250"
"New entrant CS","2022","20-29","Crown Prosecution Service","EO","80","[c]","26180","25480"
"New entrant CS","2022","20-29","Crown Prosecution Service","G7","15","[c]","51720","53050"
"New entrant CS","2022","20-29","Crown Prosecution Service","HEO","35","[c]","36630","38000"
"New entrant CS","2022","20-29","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Defence Equipment and Support","EO","265","[c]","22290","22000"
"New entrant CS","2022","20-29","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Defence Equipment and Support","HEO","75","[c]","29540","30000"
"New entrant CS","2022","20-29","Defence Equipment and Support","SEO","20","[c]","41660","41000"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","AA","50","[c]","17640","17540"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","AO","30","[c]","19370","18330"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","EO","40","[c]","23590","23490"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","HEO","215","[c]","26890","26030"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","SEO","25","[c]","36660","38070"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","15","[c]","24690","24900"
