"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","London","25","[c]","38570","37930"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","Outside London","285","[c]","35130","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","Outside London","15","[c]","29760","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","London","25","[c]","42070","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","Outside London","90","[c]","29730","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Outside London","40","[c]","31270","26820"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","London","25","[c]","33540","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Outside London","40","[c]","29350","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","London","50","[c]","39910","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Outside London","90","[c]","33240","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","London","65","[c]","33210","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Outside London","3175","[c]","23380","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","London","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Outside London","10","[c]","28190","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Outside London","15","[c]","48950","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","London","25","[c]","45470","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","London","25","[c]","48580","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Outside London","90","[c]","41710","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Outside London","30","[c]","35000","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","London","15","[c]","37190","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Outside London","10","[c]","35250","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","London","10","[c]","37610","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Outside London","25","[c]","31380","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","London","235","[c]","34180","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Outside London","2310","[c]","26670","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","London","165","[c]","34550","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Outside London","1035","[c]","27580","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Economics","London","35","[c]","38990","26400"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Economics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","London","20","[c]","26080","26750"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","Outside London","15","[c]","24260","24000"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Policy","London","145","[c]","31500","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Policy","Outside London","40","[c]","37010","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Commercial","London","10","[c]","34850","35300"
"New entrant CS","2022","Home Office","Home Office","Commercial","Outside London","10","[c]","30360","24880"
"New entrant CS","2022","Home Office","Home Office","Communications","London","15","[c]","37050","35820"
"New entrant CS","2022","Home Office","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","London","155","[c]","45850","41950"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Outside London","90","[c]","46430","52050"
"New entrant CS","2022","Home Office","Home Office","Economics","London","30","[c]","33370","32390"
"New entrant CS","2022","Home Office","Home Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Finance","Outside London","15","[c]","42750","37450"
"New entrant CS","2022","Home Office","Home Office","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Outside London","10","[c]","50580","44750"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Outside London","25","[c]","25580","24880"
"New entrant CS","2022","Home Office","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","London","300","[c]","29710","28650"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Outside London","1440","[c]","25200","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Other","London","60","[c]","29810","28650"
"New entrant CS","2022","Home Office","Home Office","Other","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Policy","London","95","[c]","38690","35050"
"New entrant CS","2022","Home Office","Home Office","Policy","Outside London","30","[c]","36400","37450"
"New entrant CS","2022","Home Office","Home Office","Project Delivery","London","90","[c]","37740","35050"
"New entrant CS","2022","Home Office","Home Office","Project Delivery","Outside London","35","[c]","36080","30820"
"New entrant CS","2022","Home Office","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
