"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of Rail and Road","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of Rail and Road","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Scottish Government","Female","1160","[c]","29940","27230"
"New entrant CS","2022","Declared non-disabled","White","Scottish Government","Male","685","[c]","30830","27230"
"New entrant CS","2022","Declared non-disabled","White","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","The National Archives","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","The National Archives","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","UK Export Finance","Female","30","[c]","43030","42000"
"New entrant CS","2022","Declared non-disabled","White","UK Export Finance","Male","30","[c]","47020","43000"
"New entrant CS","2022","Declared non-disabled","White","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","UK Statistics Authority","Female","275","[c]","29350","30710"
"New entrant CS","2022","Declared non-disabled","White","UK Statistics Authority","Male","195","[c]","31240","30210"
"New entrant CS","2022","Declared non-disabled","White","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Water Services Regulation Authority","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Water Services Regulation Authority","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Welsh Government","Female","150","[c]","34590","31210"
"New entrant CS","2022","Declared non-disabled","White","Welsh Government","Male","100","[c]","36830","31210"
"New entrant CS","2022","Declared non-disabled","White","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Transport","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Work and Pensions","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Work and Pensions","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Revenue and Customs","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Defence","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Justice","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
