"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Planning","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Planning Inspectors","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Policy","210","[c]","36600","33210"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Statistics","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Commercial","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Digital, Data and Technology","60","[c]","35160","30730"
"New entrant CS","2022","White","Department for Transport","Economics","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Finance","35","[c]","37160","34730"
"New entrant CS","2022","White","Department for Transport","Human Resources","35","[c]","38780","32970"
"New entrant CS","2022","White","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Operational Delivery","590","[c]","23970","21840"
"New entrant CS","2022","White","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Policy","110","[c]","42570","38650"
"New entrant CS","2022","White","Department for Transport","Project Delivery","35","[c]","42140","40560"
"New entrant CS","2022","White","Department for Transport","Property","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Transport","Unknown","80","[c]","42690","38650"
"New entrant CS","2022","White","Department for Work and Pensions","Commercial","30","[c]","27850","27570"
"New entrant CS","2022","White","Department for Work and Pensions","Counter Fraud","415","[c]","25720","27570"
"New entrant CS","2022","White","Department for Work and Pensions","Digital, Data and Technology","225","[c]","40260","37500"
"New entrant CS","2022","White","Department for Work and Pensions","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Finance","50","[c]","31270","27660"
"New entrant CS","2022","White","Department for Work and Pensions","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Operational Delivery","4475","[c]","25090","27570"
"New entrant CS","2022","White","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Other","455","[c]","22990","21260"
"New entrant CS","2022","White","Department for Work and Pensions","Policy","55","[c]","37180","36650"
"New entrant CS","2022","White","Department for Work and Pensions","Project Delivery","45","[c]","26760","21260"
"New entrant CS","2022","White","Department for Work and Pensions","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Science and Engineering","55","[c]","27320","26370"
"New entrant CS","2022","White","Department for Work and Pensions","Security","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Work and Pensions","Unknown","470","[c]","27330","24250"
"New entrant CS","2022","White","Department of Health and Social Care","Commercial","50","[c]","40000","38450"
"New entrant CS","2022","White","Department of Health and Social Care","Communications","50","[c]","39770","32790"
"New entrant CS","2022","White","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department of Health and Social Care","Digital, Data and Technology","40","[c]","39140","32790"
"New entrant CS","2022","White","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department of Health and Social Care","Finance","55","[c]","36240","32790"
"New entrant CS","2022","White","Department of Health and Social Care","Human Resources","85","[c]","33720","28620"
"New entrant CS","2022","White","Department of Health and Social Care","Knowledge and Information Management","30","[c]","33780","30460"
"New entrant CS","2022","White","Department of Health and Social Care","Medicine","50","[c]","78870","84560"
"New entrant CS","2022","White","Department of Health and Social Care","Operational Delivery","785","[c]","35110","30460"
"New entrant CS","2022","White","Department of Health and Social Care","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department of Health and Social Care","Policy","45","[c]","34610","32790"
"New entrant CS","2022","White","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department of Health and Social Care","Science and Engineering","335","[c]","34430","32330"
"New entrant CS","2022","White","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Estyn","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Operational Delivery","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Policy","50","[c]","32350","32350"
"New entrant CS","2022","White","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Science and Engineering","35","[c]","32210","30350"
"New entrant CS","2022","White","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Foreign, Commonwealth and Development Office","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Digital, Data and Technology","30","[c]","29120","27130"
"New entrant CS","2022","White","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Operational Delivery","200","[c]","24460","22600"
"New entrant CS","2022","White","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Digital, Data and Technology","175","[c]","35380","33080"
"New entrant CS","2022","White","HM Revenue and Customs","Economics","15","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Finance","50","[c]","28800","26590"
"New entrant CS","2022","White","HM Revenue and Customs","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Intelligence Analysis","35","[c]","31270","30750"
"New entrant CS","2022","White","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Legal","60","[c]","34520","30750"
"New entrant CS","2022","White","HM Revenue and Customs","Operational Delivery","1535","[c]","23730","21250"
"New entrant CS","2022","White","HM Revenue and Customs","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Policy","15","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Project Delivery","60","[c]","43370","40180"
"New entrant CS","2022","White","HM Revenue and Customs","Property","125","[c]","30120","26030"
"New entrant CS","2022","White","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Social Research","25","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Revenue and Customs","Statistics","35","[c]","33470","33080"
"New entrant CS","2022","White","HM Revenue and Customs","Tax","1280","[c]","27420","26590"
"New entrant CS","2022","White","HM Revenue and Customs","Unknown","570","[c]","29260","26590"
"New entrant CS","2022","White","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Treasury","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Treasury","Economics","30","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Treasury","Finance","5","[c]","[c]","[c]"
