"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Undeclared","50","[c]","39360","36560"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Heterosexual / straight","170","[c]","26350","24800"
"New entrant CS","2022","Undeclared","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Undeclared","310","[c]","30030","27570"
"New entrant CS","2022","Undeclared","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Undeclared","40","[c]","37480","34550"
"New entrant CS","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","70","[c]","34030","31540"
"New entrant CS","2022","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Undeclared","80","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","145","[c]","33810","28650"
"New entrant CS","2022","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Undeclared","75","[c]","35230","27270"
"New entrant CS","2022","Unknown","Communications","Unknown","125","[c]","35170","33570"
"New entrant CS","2022","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","60","[c]","26350","27570"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Undeclared","70","[c]","33020","32790"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Unknown","695","[c]","39320","35050"
"New entrant CS","2022","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Unknown","80","[c]","32850","32390"
"New entrant CS","2022","Unknown","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Undeclared","90","[c]","37420","32790"
"New entrant CS","2022","Unknown","Finance","Unknown","250","[c]","35460","33000"
"New entrant CS","2022","Unknown","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","Unknown","30","[c]","27580","20420"
"New entrant CS","2022","Unknown","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Undeclared","50","[c]","30390","27270"
"New entrant CS","2022","Unknown","Human Resources","Unknown","210","[c]","36060","29180"
"New entrant CS","2022","Unknown","Inspector of Education and Training","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Unknown","85","[c]","29050","28680"
"New entrant CS","2022","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Unknown","65","[c]","35520","31800"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Unknown","145","[c]","36010","32210"
"New entrant CS","2022","Unknown","Medicine","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Unknown","100","[c]","44060","35630"
"New entrant CS","2022","Unknown","Operational Delivery","Heterosexual / straight","165","[c]","26590","25060"
"New entrant CS","2022","Unknown","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Undeclared","85","[c]","36920","28970"
"New entrant CS","2022","Unknown","Operational Delivery","Unknown","11645","[c]","25800","23720"
"New entrant CS","2022","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Unknown","30","[c]","33560","31550"
"New entrant CS","2022","Unknown","Other","Heterosexual / straight","30","[c]","32170","30110"
"New entrant CS","2022","Unknown","Other","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Unknown","645","[c]","25560","21260"
"New entrant CS","2022","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Undeclared","85","[c]","36840","32790"
"New entrant CS","2022","Unknown","Policy","Unknown","720","[c]","36850","34000"
"New entrant CS","2022","Unknown","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","285","[c]","37820","35050"
"New entrant CS","2022","Unknown","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Unknown","240","[c]","32550","27650"
"New entrant CS","2022","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
