"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","60-64","No function","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","205","[c]","24000","21260"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","Heterosexual / straight","40","[c]","21040","20970"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","Unknown","30","[c]","21490","20080"
"New entrant CS","2022","60-64","No function","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Prison and Probation Service","Heterosexual / straight","510","[c]","29430","28200"
"New entrant CS","2022","60-64","No function","HM Prison and Probation Service","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Prison and Probation Service","Undeclared","35","[c]","32270","32550"
"New entrant CS","2022","60-64","No function","HM Prison and Probation Service","Unknown","305","[c]","29780","28200"
"New entrant CS","2022","60-64","No function","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Revenue and Customs (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Public Health England","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Scottish Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Health Security Agency","Heterosexual / straight","35","[c]","43830","32310"
"New entrant CS","2022","60-64","No function","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Health Security Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Health Security Agency","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Statistics Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","UK Statistics Authority","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Defence Equipment and Support","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Submarine Delivery Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
