"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
