"Status","Year","Ethnicity","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Department for Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
