"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Geography","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
