"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Unknown","Outside London","155","[c]","29810","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Unknown","London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Unknown","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","London","275","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","London","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","Outside London","1085","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Communications","London","20","[c]","50740","43140"
"Leaver Dept.","2022","Unknown","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Digital, Data and Technology","London","25","[c]","48630","44090"
"Leaver Dept.","2022","Unknown","Home Office","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Economics","London","20","[c]","52180","62490"
"Leaver Dept.","2022","Unknown","Home Office","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Finance","London","10","[c]","68370","58370"
"Leaver Dept.","2022","Unknown","Home Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Human Resources","London","25","[c]","50910","35130"
"Leaver Dept.","2022","Unknown","Home Office","Human Resources","Outside London","20","[c]","39610","30820"
"Leaver Dept.","2022","Unknown","Home Office","Intelligence Analysis","London","15","[c]","33610","29080"
"Leaver Dept.","2022","Unknown","Home Office","Intelligence Analysis","Outside London","30","[c]","27840","25730"
"Leaver Dept.","2022","Unknown","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","London","155","[c]","34670","28990"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","Outside London","560","[c]","26090","24890"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","London","15","[c]","40030","36590"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Other","London","80","[c]","41980","35200"
"Leaver Dept.","2022","Unknown","Home Office","Other","Outside London","25","[c]","30990","28830"
"Leaver Dept.","2022","Unknown","Home Office","Other","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Policy","London","225","[c]","48260","42130"
"Leaver Dept.","2022","Unknown","Home Office","Policy","Outside London","15","[c]","39790","37450"
"Leaver Dept.","2022","Unknown","Home Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","London","40","[c]","45020","41970"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","Outside London","30","[c]","34790","30900"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Security","London","10","[c]","45680","41970"
"Leaver Dept.","2022","Unknown","Home Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Social Research","London","15","[c]","49570","44520"
"Leaver Dept.","2022","Unknown","Home Office","Statistics","London","10","[c]","38770","34580"
"Leaver Dept.","2022","Unknown","Home Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","Outside London","30","[c]","37360","33300"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","London","15","[c]","27830","27840"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","Outside London","90","[c]","23710","21170"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","London","45","[c]","50120","45200"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","Outside London","15","[c]","34150","33150"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","Unknown","Outside London","75","[c]","41470","36170"
"Leaver Dept.","2022","Unknown","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Policy","Outside London","20","[c]","42550","37410"
"Leaver Dept.","2022","Unknown","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Other","London","35","[c]","44580","40460"
"New entrant CS","2022","Analysis","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Economics","London","20","[c]","34940","29930"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","London","15","[c]","33250","33570"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","London","10","[c]","38460","38020"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Digital, Data and Technology","Outside London","20","[c]","32610","32870"
"New entrant CS","2022","Analysis","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","10","[c]","28100","29180"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","55","[c]","27180","26670"
