"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","60-64","Submarine Delivery Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Health Security Agency","Female","45","[c]","41880","31830"
"New entrant CS","2022","60-64","UK Health Security Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Statistics Authority","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Statistics Authority","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Valuation Office Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Valuation Office Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Defence Science and Technology Laboratory","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Work and Pensions (excl. agencies)","Female","30","[c]","23130","21260"
"New entrant CS","2022","65+","Department for Work and Pensions (excl. agencies)","Male","35","[c]","24690","21260"
"New entrant CS","2022","65+","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Driver and Vehicle Standards Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","HM Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","HM Prison and Probation Service","Female","165","[c]","30990","28200"
"New entrant CS","2022","65+","HM Prison and Probation Service","Male","160","[c]","31110","28200"
"New entrant CS","2022","65+","HM Revenue and Customs (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","HM Revenue and Customs (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Home Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Ministry of Defence (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Ministry of Defence (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Health Security Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Health Security Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","","",""
"","On 1 October 2021, Public Health England was dissolved and its staff were transferred into either the newly created UK Health Security Agency, the NHS or the Department for Health and Social Care (excl. agencies). In addition to this the DHSC have been offboarding Test and Trace staff as well as onboarding the former PHE staff onto their system and so caution should be advised when interpretting data at DHSC as they are currently undertaking data cleansing exercises. PHE only includes entrants and leavers up to 30 September 2021 and UKHSA only inlcudes entrants and leavers from 1 October to 31 March 2022.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
