"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for International Trade","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","London","SEO/HEO","20","[c]","36670","34250"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","London","SEO/HEO","15","[c]","31800","31800"
"New entrant CS","2022","Department for International Trade","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","London","EO","15","[c]","26250","26250"
"New entrant CS","2022","Department for International Trade","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","London","EO","55","[c]","26050","26250"
"New entrant CS","2022","Department for International Trade","International Trade","London","G6/G7","15","[c]","56670","51710"
"New entrant CS","2022","Department for International Trade","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","London","SEO/HEO","90","[c]","33850","31800"
"New entrant CS","2022","Department for International Trade","International Trade","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Outside London","G6/G7","15","[c]","51600","47980"
"New entrant CS","2022","Department for International Trade","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Outside London","SEO/HEO","10","[c]","31300","31800"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","G6/G7","10","[c]","53570","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","AA/AO","10","[c]","22790","23320"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","20","[c]","30570","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","SEO/HEO","10","[c]","[c]","[c]"
