"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Government Property Agency","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","G7","20","[c]","54200","54700"
"New entrant CS","2022","Government Property Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SEO/HEO","SEO","15","[c]","39640","38500"
"New entrant CS","2022","Health and Safety Executive","London","SEO/HEO","HEO","10","[c]","35250","36040"
"New entrant CS","2022","Health and Safety Executive","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","AA/AO","AO","50","[c]","20650","20730"
"New entrant CS","2022","Health and Safety Executive","Outside London","EO","EO","100","[c]","26430","26370"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","G7","15","[c]","56630","55000"
"New entrant CS","2022","Health and Safety Executive","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","HEO","55","[c]","31820","31660"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","SEO","55","[c]","50030","43000"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","AA","35","[c]","21430","21650"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","AO","190","[c]","23740","23720"
"New entrant CS","2022","HM Courts and Tribunals Service","London","EO","EO","80","[c]","28310","28310"
"New entrant CS","2022","HM Courts and Tribunals Service","London","G6/G7","G7","10","[c]","56180","54270"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","HEO","75","[c]","34270","34260"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","SEO","45","[c]","42140","41750"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","AA","205","[c]","19210","19200"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","AO","950","[c]","21000","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","EO","EO","120","[c]","25030","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","G7","15","[c]","50430","50430"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","HEO","105","[c]","30520","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","SEO","55","[c]","36590","36050"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","EO","25","[c]","30600","30600"
"New entrant CS","2022","HM Land Registry","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","HEO","10","[c]","37290","37290"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","AA/AO","AA","20","[c]","21100","19380"
"New entrant CS","2022","HM Land Registry","Outside London","AA/AO","AO","250","[c]","22600","22600"
"New entrant CS","2022","HM Land Registry","Outside London","EO","EO","125","[c]","27170","27130"
"New entrant CS","2022","HM Land Registry","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","SEO/HEO","HEO","25","[c]","33840","33840"
"New entrant CS","2022","HM Land Registry","Outside London","SEO/HEO","SEO","30","[c]","39660","38550"
"New entrant CS","2022","HM Prison and Probation Service","London","AA/AO","AA","135","[c]","24800","24950"
"New entrant CS","2022","HM Prison and Probation Service","London","AA/AO","AO","555","[c]","29440","30520"
"New entrant CS","2022","HM Prison and Probation Service","London","EO","EO","40","[c]","27450","27070"
"New entrant CS","2022","HM Prison and Probation Service","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","London","SEO/HEO","HEO","35","[c]","33000","32690"
"New entrant CS","2022","HM Prison and Probation Service","London","SEO/HEO","SEO","35","[c]","41180","41760"
"New entrant CS","2022","HM Prison and Probation Service","London","Unknown","Unknown","1070","[c]","34280","32090"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","AA/AO","AA","1310","[c]","20920","20890"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","AA/AO","AO","3805","[c]","24180","23140"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","EO","EO","155","[c]","25200","24620"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","SEO/HEO","HEO","160","[c]","29700","27700"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","SEO/HEO","SEO","100","[c]","37870","38150"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","Unknown","Unknown","7515","[c]","27720","24800"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","AA/AO","AO","15","[c]","23330","23140"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Unknown","Unknown","240","[c]","31700","28200"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","AA/AO","AO","50","[c]","25250","25330"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","EO","EO","280","[c]","30730","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","G6/G7","G6","10","[c]","70110","70600"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","G6/G7","G7","45","[c]","58770","58600"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","HEO","265","[c]","37640","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","SEO","55","[c]","43450","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","AO","3750","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","EO","EO","2005","[c]","26550","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","G6","25","[c]","65000","64050"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","G7","110","[c]","52870","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","HEO","1225","[c]","33060","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","SEO","170","[c]","40290","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","AA/AO","AO","40","[c]","22500","22750"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","EO","EO","40","[c]","25230","26750"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","G6/G7","G7","15","[c]","55880","57000"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","SEO/HEO","HEO","115","[c]","30450","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","EO","EO","20","[c]","24930","24000"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","G6/G7","G7","20","[c]","50550","49500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","SEO/HEO","HEO","30","[c]","29910","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","AA/AO","AA","45","[c]","22450","22460"
"New entrant CS","2022","Home Office","London","AA/AO","AO","45","[c]","25540","25630"
"New entrant CS","2022","Home Office","London","EO","EO","435","[c]","29350","28650"
"New entrant CS","2022","Home Office","London","G6/G7","G6","15","[c]","72910","69760"
"New entrant CS","2022","Home Office","London","G6/G7","G7","70","[c]","60020","57430"
"New entrant CS","2022","Home Office","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","SEO/HEO","HEO","165","[c]","35000","35050"
"New entrant CS","2022","Home Office","London","SEO/HEO","SEO","85","[c]","42630","41950"
"New entrant CS","2022","Home Office","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","AA/AO","AA","35","[c]","18300","18240"
"New entrant CS","2022","Home Office","Outside London","AA/AO","AO","405","[c]","21750","21680"
"New entrant CS","2022","Home Office","Outside London","EO","EO","1050","[c]","26380","24880"
"New entrant CS","2022","Home Office","Outside London","G6/G7","G6","20","[c]","66310","63260"
"New entrant CS","2022","Home Office","Outside London","G6/G7","G7","55","[c]","54650","54050"
"New entrant CS","2022","Home Office","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","SEO/HEO","HEO","70","[c]","31020","30820"
"New entrant CS","2022","Home Office","Outside London","SEO/HEO","SEO","55","[c]","38390","37450"
"New entrant CS","2022","Home Office","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","G7","20","[c]","50210","49960"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","SEO","20","[c]","36640","36570"
