"Status","Year","Organisation","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","Operational Delivery","Female","110","[c]","22110","20970"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","Operational Delivery","Male","105","[c]","22000","20970"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scottish Government","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Operational Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Planning Inspectors","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Planning Inspectors","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Knowledge and Information Management","Female","30","[c]","33060","28590"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Medicine","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Medicine","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Operational Delivery","Female","105","[c]","38190","36330"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Operational Delivery","Male","40","[c]","34300","31400"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Science and Engineering","Female","35","[c]","36640","36330"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Operational Delivery","Female","30","[c]","26230","22780"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scottish Government","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scottish Government","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scottish Government","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Ministry of Defence","Other","Female","35","[c]","20570","16190"
"New entrant CS","2022","Royal Fleet Auxiliary","Ministry of Defence","Other","Male","120","[c]","20600","16190"
"New entrant CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","300","[c]","21600","21300"
