"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","900","[c]","30400","26350"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Unknown","275","[c]","34100","34260"
"New entrant CS","2022","Unknown","National Crime Agency","Heterosexual / straight","375","[c]","37010","34140"
"New entrant CS","2022","Unknown","National Crime Agency","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Unknown","50","[c]","37160","32260"
"New entrant CS","2022","Unknown","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Records of Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Records of Scotland","Unknown","40","[c]","33630","28110"
"New entrant CS","2022","Unknown","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Unknown","125","[c]","21860","20970"
"New entrant CS","2022","Unknown","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectorate","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectorate","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Registers of Scotland","Unknown","35","[c]","27350","22780"
"New entrant CS","2022","Unknown","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Revenue Scotland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","155","[c]","20590","16190"
"New entrant CS","2022","Unknown","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Courts and Tribunals Service","Unknown","40","[c]","24110","22000"
"New entrant CS","2022","Unknown","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Fiscal Commission","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","Heterosexual / straight","80","[c]","36650","31540"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","Unknown","585","[c]","35600","31540"
"New entrant CS","2022","Unknown","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Prison Service","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Prison Service","Unknown","360","[c]","22890","21640"
"New entrant CS","2022","Unknown","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Public Pensions Agency","Unknown","45","[c]","24960","24400"
"New entrant CS","2022","Unknown","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Security Scotland","Heterosexual / straight","80","[c]","28940","27230"
"New entrant CS","2022","Unknown","Social Security Scotland","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Security Scotland","Unknown","520","[c]","26970","27230"
"New entrant CS","2022","Unknown","Standards and Testing Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Student Awards Agency for Scotland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Submarine Delivery Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Submarine Delivery Agency","Unknown","50","[c]","33550","28050"
"New entrant CS","2022","Unknown","Teaching Regulation Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Teaching Regulation Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The Insolvency Service","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The Insolvency Service","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Transport Scotland","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Debt Management Office","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Health Security Agency","Heterosexual / straight","55","[c]","36990","36330"
"New entrant CS","2022","Unknown","UK Health Security Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Health Security Agency","Undeclared","50","[c]","36850","32460"
"New entrant CS","2022","Unknown","UK Health Security Agency","Unknown","505","[c]","44870","38200"
"New entrant CS","2022","Unknown","UK Hydrographic Office","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Hydrographic Office","Unknown","55","[c]","29950","26740"
"New entrant CS","2022","Unknown","UK Space Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Heterosexual / straight","195","[c]","28970","23880"
"New entrant CS","2022","Unknown","UK Statistics Authority","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Unknown","105","[c]","24810","19860"
"New entrant CS","2022","Unknown","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Supreme Court","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Valuation Office Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Valuation Office Agency","Unknown","255","[c]","26080","24500"
"New entrant CS","2022","Unknown","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Water Services Regulation Authority","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","25","[c]","[c]","[c]"
