"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AA/AO","75","[c]","20050","19810"
"New entrant CS","2022","Property","Property","EO","235","[c]","25800","25000"
"New entrant CS","2022","Property","Property","G6/G7","125","[c]","55600","53500"
"New entrant CS","2022","Property","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","SEO/HEO","325","[c]","35420","33000"
"New entrant CS","2022","Property","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","EO","55","[c]","27810","28700"
"New entrant CS","2022","Security","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","SEO/HEO","10","[c]","37280","37000"
"New entrant CS","2022","Security","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","AA/AO","475","[c]","25090","24540"
"New entrant CS","2022","Security","Security","EO","45","[c]","32070","26350"
"New entrant CS","2022","Security","Security","G6/G7","10","[c]","60950","54570"
"New entrant CS","2022","Security","Security","SEO/HEO","90","[c]","36230","35510"
"New entrant CS","2022","Security","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","EO","90","[c]","25050","23850"
"New entrant CS","2022","Security","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SEO/HEO","55","[c]","33530","32000"
"New entrant CS","2022","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","10","[c]","26510","25200"
"New entrant CS","2022","Unknown","Commercial","SEO/HEO","10","[c]","40750","41950"
"New entrant CS","2022","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO/HEO","15","[c]","37560","36620"
"New entrant CS","2022","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","45","[c]","27770","28650"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6/G7","95","[c]","61540","59150"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","110","[c]","37470","37450"
"New entrant CS","2022","Unknown","Economics","AA/AO","10","[c]","22720","22750"
"New entrant CS","2022","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","SEO/HEO","30","[c]","33710","32390"
"New entrant CS","2022","Unknown","Finance","AA/AO","10","[c]","21180","21170"
"New entrant CS","2022","Unknown","Finance","EO","50","[c]","24820","26350"
"New entrant CS","2022","Unknown","Finance","G6/G7","15","[c]","55310","53500"
"New entrant CS","2022","Unknown","Finance","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO/HEO","70","[c]","37230","37000"
"New entrant CS","2022","Unknown","Human Resources","AA/AO","10","[c]","21750","21300"
"New entrant CS","2022","Unknown","Human Resources","EO","10","[c]","25860","25860"
"New entrant CS","2022","Unknown","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","EO","25","[c]","25790","24880"
"New entrant CS","2022","Unknown","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","AA/AO","55","[c]","22390","21830"
"New entrant CS","2022","Unknown","Medicine","EO","40","[c]","30690","31530"
"New entrant CS","2022","Unknown","Medicine","G6/G7","65","[c]","70540","75850"
"New entrant CS","2022","Unknown","Medicine","SCS level","15","[c]","86590","84560"
"New entrant CS","2022","Unknown","Medicine","SEO/HEO","85","[c]","37470","39030"
"New entrant CS","2022","Unknown","Operational Delivery","AA/AO","510","[c]","21810","21680"
"New entrant CS","2022","Unknown","Operational Delivery","EO","1240","[c]","26970","24880"
"New entrant CS","2022","Unknown","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","SEO/HEO","65","[c]","35060","35050"
"New entrant CS","2022","Unknown","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","AA/AO","470","[c]","20830","21170"
"New entrant CS","2022","Unknown","Other","EO","220","[c]","27370","26350"
"New entrant CS","2022","Unknown","Other","G6/G7","20","[c]","53290","53500"
"New entrant CS","2022","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","SEO/HEO","145","[c]","36400","33700"
"New entrant CS","2022","Unknown","Other","Unknown","155","[c]","20830","16190"
"New entrant CS","2022","Unknown","Planning","AA/AO","15","[c]","23260","22960"
"New entrant CS","2022","Unknown","Planning","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","G6/G7","20","[c]","60890","61440"
"New entrant CS","2022","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","AA/AO","20","[c]","22670","21300"
"New entrant CS","2022","Unknown","Policy","EO","85","[c]","28050","28650"
"New entrant CS","2022","Unknown","Policy","G6/G7","45","[c]","55940","55550"
"New entrant CS","2022","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","SEO/HEO","195","[c]","37600","37000"
"New entrant CS","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","EO","35","[c]","27880","28650"
"New entrant CS","2022","Unknown","Project Delivery","G6/G7","20","[c]","57170","57430"
"New entrant CS","2022","Unknown","Project Delivery","SEO/HEO","75","[c]","36180","35050"
"New entrant CS","2022","Unknown","Science and Engineering","AA/AO","30","[c]","20480","20750"
"New entrant CS","2022","Unknown","Science and Engineering","EO","40","[c]","26560","26350"
"New entrant CS","2022","Unknown","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","SEO/HEO","40","[c]","37180","36330"
"New entrant CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","EO","35","[c]","32310","33650"
"New entrant CS","2022","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","SEO/HEO","15","[c]","37110","39260"
"New entrant CS","2022","Unknown","Statistics","AA/AO","40","[c]","22070","22460"
"New entrant CS","2022","Unknown","Statistics","EO","20","[c]","28370","30100"
"New entrant CS","2022","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","2035","[c]","21930","21260"
"New entrant CS","2022","Unknown","Unknown","EO","1475","[c]","27520","27230"
"New entrant CS","2022","Unknown","Unknown","G6/G7","385","[c]","56930","53480"
"New entrant CS","2022","Unknown","Unknown","SCS level","15","[c]","91850","80290"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","1240","[c]","35600","33070"
"New entrant CS","2022","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
