"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","AO","125","[c]","21790","21200"
"New entrant CS","2022","Declared non-disabled","Human Resources","EO","145","[c]","25860","26210"
"New entrant CS","2022","Declared non-disabled","Human Resources","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","G7","70","[c]","52850","52300"
"New entrant CS","2022","Declared non-disabled","Human Resources","HEO","150","[c]","32250","31990"
"New entrant CS","2022","Declared non-disabled","Human Resources","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","SEO","65","[c]","40420","39580"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","G7","60","[c]","72600","70500"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","SEO","80","[c]","47340","46360"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","EO","55","[c]","27440","26590"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","HEO","40","[c]","31240","33040"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","HEO","45","[c]","31390","31800"
"New entrant CS","2022","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","EO","40","[c]","25890","26880"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","HEO","45","[c]","31290","30730"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","EO","125","[c]","27620","27230"
"New entrant CS","2022","Declared non-disabled","Legal","G6","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","G7","255","[c]","52270","50500"
"New entrant CS","2022","Declared non-disabled","Legal","HEO","140","[c]","38020","38000"
"New entrant CS","2022","Declared non-disabled","Legal","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","SEO","75","[c]","41020","41750"
"New entrant CS","2022","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","HEO","35","[c]","34790","34170"
"New entrant CS","2022","Declared non-disabled","Medicine","SCS level","30","[c]","93610","88000"
"New entrant CS","2022","Declared non-disabled","Medicine","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","AA","1130","[c]","20550","20890"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","AO","8670","[c]","22370","21260"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","EO","4270","[c]","27590","27570"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","G6","55","[c]","67890","66130"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","G7","200","[c]","52300","51340"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","HEO","765","[c]","32050","32330"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SEO","470","[c]","40680","40060"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Unknown","4025","[c]","28640","24800"
"New entrant CS","2022","Declared non-disabled","Operational Research","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","HEO","55","[c]","30410","30710"
"New entrant CS","2022","Declared non-disabled","Operational Research","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","AA","75","[c]","19310","19200"
"New entrant CS","2022","Declared non-disabled","Other","AO","590","[c]","21370","21260"
"New entrant CS","2022","Declared non-disabled","Other","EO","435","[c]","25900","26350"
"New entrant CS","2022","Declared non-disabled","Other","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","G7","80","[c]","54440","54000"
"New entrant CS","2022","Declared non-disabled","Other","HEO","205","[c]","31290","31990"
"New entrant CS","2022","Declared non-disabled","Other","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","SEO","100","[c]","39800","40000"
"New entrant CS","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AO","60","[c]","22530","22750"
"New entrant CS","2022","Declared non-disabled","Policy","EO","315","[c]","26600","26180"
"New entrant CS","2022","Declared non-disabled","Policy","G6","65","[c]","65050","64180"
"New entrant CS","2022","Declared non-disabled","Policy","G7","325","[c]","52010","52290"
"New entrant CS","2022","Declared non-disabled","Policy","HEO","915","[c]","32410","32560"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SEO","420","[c]","39240","38750"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AO","50","[c]","21740","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","135","[c]","24940","24750"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G7","100","[c]","52790","53250"
"New entrant CS","2022","Declared non-disabled","Project Delivery","HEO","200","[c]","32400","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO","155","[c]","40100","40000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","40","[c]","41130","38000"
"New entrant CS","2022","Declared non-disabled","Property","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","EO","100","[c]","25820","25170"
"New entrant CS","2022","Declared non-disabled","Property","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","G7","45","[c]","52120","52290"
"New entrant CS","2022","Declared non-disabled","Property","HEO","105","[c]","31740","33000"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO","70","[c]","40840","40000"
"New entrant CS","2022","Declared non-disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","50","[c]","25190","24620"
"New entrant CS","2022","Declared non-disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","HEO","50","[c]","28010","27700"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA","60","[c]","18070","17540"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AO","145","[c]","21650","21430"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","235","[c]","26070","26370"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G7","95","[c]","51980","51000"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","HEO","415","[c]","30090","29750"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO","225","[c]","40880","40060"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","55","[c]","36790","33000"
"New entrant CS","2022","Declared non-disabled","Security","AA","80","[c]","23620","25000"
"New entrant CS","2022","Declared non-disabled","Security","AO","95","[c]","26940","24180"
"New entrant CS","2022","Declared non-disabled","Security","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","HEO","30","[c]","33190","31800"
"New entrant CS","2022","Declared non-disabled","Security","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","HEO","120","[c]","31880","30710"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO","40","[c]","40170","39910"
"New entrant CS","2022","Declared non-disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","45","[c]","26820","26590"
"New entrant CS","2022","Declared non-disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","HEO","95","[c]","32760","31990"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","AO","415","[c]","21250","21250"
"New entrant CS","2022","Declared non-disabled","Tax","EO","660","[c]","26970","26590"
"New entrant CS","2022","Declared non-disabled","Tax","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","HEO","420","[c]","33840","33080"
"New entrant CS","2022","Declared non-disabled","Tax","SEO","5","[c]","[c]","[c]"
