"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","AA/AO","385","[c]","21690","21260"
"New entrant CS","2022","Undeclared","Operational Delivery","EO","230","[c]","27760","27570"
"New entrant CS","2022","Undeclared","Operational Delivery","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","SEO/HEO","50","[c]","36990","35900"
"New entrant CS","2022","Undeclared","Operational Delivery","Unknown","285","[c]","30100","28200"
"New entrant CS","2022","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","AA/AO","30","[c]","21010","21260"
"New entrant CS","2022","Undeclared","Other","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SEO/HEO","125","[c]","34150","34020"
"New entrant CS","2022","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","60","[c]","21890","21260"
"New entrant CS","2022","Undeclared","Unknown","EO","40","[c]","27420","27230"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","60","[c]","36040","35130"
"New entrant CS","2022","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","95","[c]","25770","25890"
"New entrant CS","2022","Unknown","Commercial","G6/G7","35","[c]","54270","53360"
"New entrant CS","2022","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO/HEO","220","[c]","35690","36500"
"New entrant CS","2022","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AA/AO","30","[c]","22520","22140"
"New entrant CS","2022","Unknown","Communications","EO","90","[c]","27360","27270"
"New entrant CS","2022","Unknown","Communications","G6/G7","40","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO/HEO","130","[c]","36470","35360"
"New entrant CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","EO","40","[c]","27920","27570"
"New entrant CS","2022","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AA/AO","55","[c]","21280","21170"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","240","[c]","27130","27130"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6/G7","255","[c]","58140","57430"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","545","[c]","36510","36500"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","EO","35","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","SEO/HEO","75","[c]","33570","32390"
"New entrant CS","2022","Unknown","Finance","AA/AO","45","[c]","20930","21170"
"New entrant CS","2022","Unknown","Finance","EO","160","[c]","24940","25000"
"New entrant CS","2022","Unknown","Finance","G6/G7","70","[c]","55730","53420"
"New entrant CS","2022","Unknown","Finance","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO/HEO","265","[c]","36050","36500"
"New entrant CS","2022","Unknown","Geography","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","AA/AO","75","[c]","21560","21170"
"New entrant CS","2022","Unknown","Human Resources","EO","140","[c]","25850","26350"
"New entrant CS","2022","Unknown","Human Resources","G6/G7","60","[c]","58050","56520"
"New entrant CS","2022","Unknown","Human Resources","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SEO/HEO","135","[c]","34650","32790"
"New entrant CS","2022","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","EO","70","[c]","27230","26590"
"New entrant CS","2022","Unknown","Intelligence Analysis","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","EO","40","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","SEO/HEO","40","[c]","34520","31800"
"New entrant CS","2022","Unknown","Knowledge and Information Management","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","EO","60","[c]","28190","26970"
"New entrant CS","2022","Unknown","Legal","G6/G7","55","[c]","53610","52080"
"New entrant CS","2022","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","SEO/HEO","90","[c]","34580","34260"
"New entrant CS","2022","Unknown","Medicine","AA/AO","30","[c]","21540","21780"
"New entrant CS","2022","Unknown","Medicine","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","G6/G7","50","[c]","69360","75850"
"New entrant CS","2022","Unknown","Medicine","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","SEO/HEO","45","[c]","37230","39030"
"New entrant CS","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","AA/AO","6165","[c]","22180","21260"
"New entrant CS","2022","Unknown","Operational Delivery","EO","2755","[c]","27580","26590"
"New entrant CS","2022","Unknown","Operational Delivery","G6/G7","220","[c]","56530","53360"
"New entrant CS","2022","Unknown","Operational Delivery","SCS level","45","[c]","100030","85200"
"New entrant CS","2022","Unknown","Operational Delivery","SEO/HEO","785","[c]","35610","34260"
"New entrant CS","2022","Unknown","Operational Delivery","Unknown","3230","[c]","27900","26310"
"New entrant CS","2022","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","AA/AO","310","[c]","21290","21170"
"New entrant CS","2022","Unknown","Other","EO","215","[c]","24340","26350"
"New entrant CS","2022","Unknown","Other","G6/G7","35","[c]","55990","53690"
"New entrant CS","2022","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","SEO/HEO","135","[c]","35600","35050"
"New entrant CS","2022","Unknown","Other","Unknown","155","[c]","20840","16190"
"New entrant CS","2022","Unknown","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","AA/AO","50","[c]","20670","21250"
"New entrant CS","2022","Unknown","Policy","EO","295","[c]","26590","25860"
"New entrant CS","2022","Unknown","Policy","G6/G7","180","[c]","55270","53380"
"New entrant CS","2022","Unknown","Policy","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","SEO/HEO","715","[c]","35050","34020"
"New entrant CS","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","EO","75","[c]","26700","26590"
"New entrant CS","2022","Unknown","Project Delivery","G6/G7","70","[c]","57860","55000"
"New entrant CS","2022","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","SEO/HEO","215","[c]","36560","36520"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","AA/AO","35","[c]","19410","19010"
"New entrant CS","2022","Unknown","Property","EO","120","[c]","25790","25000"
